*** COUNTS ***
4732×2 DataFrame
  Row │ DP                 N
      │ String31           Int64
──────┼──────────────────────────
 4012 │ 2018 May/Jun 23        1
 4013 │ 2018 Nov              24
 4014 │ 2018 Nov - Dec         2
 4015 │ 2018 Nov 1             4
 4016 │ 2018 Nov 15            3
 4017 │ 2018 Nov 17            1
 4018 │ 2018 Nov 20            1
 4019 │ 2018 Nov 22            1
 4020 │ 2018 Nov 27            1
 4021 │ 2018 Nov 28            2
 4022 │ 2018 Nov 29            1
 4023 │ 2018 Nov 7             1
 4024 │ 2018 Nov/Dec 23        1
 4025 │ 2018 Oct              23
 4026 │ 2018 Oct 1             3
 4027 │ 2018 Oct 11            2
 4028 │ 2018 Oct 12            1
 4029 │ 2018 Oct 2             2
 4030 │ 2018 Oct 23            1
 4031 │ 2018 Oct 25            1
 4032 │ 2018 Oct 7             1
 4033 │ 2018 Oct 8             1
 4034 │ 2018 Oct 9             1
 4035 │ 2018 Oct-Dec           1
 4036 │ 2018 Sep              23
 4037 │ 2018 Sep - Oct         2
 4038 │ 2018 Sep 1             1
 4039 │ 2018 Sep 10            1
 4040 │ 2018 Sep 11            1
 4041 │ 2018 Sep 15            1
 4042 │ 2018 Sep 17            1
 4043 │ 2018 Sep 25            2
 4044 │ 2018 Sep 26            1
 4045 │ 2018 Sep 4             3
 4046 │ 2018 Sep/Oct           1
 4047 │ 2018 Sep/Oct 23        1
 4048 │ 2019                  56
 4049 │ 2019 Apr              24
 4050 │ 2019 Apr 1             5
 4051 │ 2019 Apr 11            1
 4052 │ 2019 Apr 15            5
 4053 │ 2019 Apr 22            1
 4054 │ 2019 Apr 29            1
 4055 │ 2019 Apr 4             1
 4056 │ 2019 Aug              31
 4057 │ 2019 Aug 1             9
 4058 │ 2019 Aug 15            2
 4059 │ 2019 Aug 16            1
 4060 │ 2019 Aug 20            1
 4061 │ 2019 Aug 22            1
 4062 │ 2019 Aug 28            1
 4063 │ 2019 Aug 29            1
 4064 │ 2019 Dec              31
 4065 │ 2019 Dec 1             4
 4066 │ 2019 Dec 10            2
 4067 │ 2019 Dec 11            1
 4068 │ 2019 Dec 15            1
 4069 │ 2019 Dec 16            1
 4070 │ 2019 Dec 17            1
 4071 │ 2019 Dec 20            1
 4072 │ 2019 Dec 23            1
 4073 │ 2019 Fall              3
 4074 │ 2019 Feb              17
 4075 │ 2019 Feb 1             5
 4076 │ 2019 Feb 15            1
 4077 │ 2019 Feb 19            1
 4078 │ 2019 Feb 21            1
 4079 │ 2019 Feb 22            1
 4080 │ 2019 Feb 26            1
 4081 │ 2019 Feb 28            2
 4082 │ 2019 Feb 4             2
 4083 │ 2019 Jan              22
 4084 │ 2019 Jan - Feb         2
 4085 │ 2019 Jan 1             7
 4086 │ 2019 Jan 15            2
 4087 │ 2019 Jan 18            1
 4088 │ 2019 Jan 21            1
 4089 │ 2019 Jan 22            1
 4090 │ 2019 Jan 23            1
 4091 │ 2019 Jan 24            1
 4092 │ 2019 Jan 25            2
 4093 │ 2019 Jan 29            4
 4094 │ 2019 Jan 31            1
 4095 │ 2019 Jan 6             1
 4096 │ 2019 Jan 9             1
 4097 │ 2019 Jan-Apr           2
 4098 │ 2019 Jul              13
 4099 │ 2019 Jul 1             5
 4100 │ 2019 Jul 11            1
 4101 │ 2019 Jul 15            3
 4102 │ 2019 Jul 16            1
 4103 │ 2019 Jul 18            1
 4104 │ 2019 Jul 2             2
 4105 │ 2019 Jul 23            3
 4106 │ 2019 Jul 24            1
 4107 │ 2019 Jul 29            1
 4108 │ 2019 Jul 4             1
 4109 │ 2019 Jul-Aug           3
 4110 │ 2019 Jul-Dec           1
 4111 │ 2019 Jul/Aug           2
 4112 │ 2019 Jul/Aug 23        1
 4113 │ 2019 Jun              27
 4114 │ 2019 Jun - Jul         1
 4115 │ 2019 Jun 1             6
 4116 │ 2019 Jun 10            1
 4117 │ 2019 Jun 13            3
 4118 │ 2019 Jun 14            1
 4119 │ 2019 Jun 15            2
 4120 │ 2019 Jun 18            1
 4121 │ 2019 Jun 24            1
 4122 │ 2019 Jun 26            2
 4123 │ 2019 Jun 8             1
 4124 │ 2019 Mar              27
 4125 │ 2019 Mar 1             1
 4126 │ 2019 Mar 12            1
 4127 │ 2019 Mar 13            1
 4128 │ 2019 Mar 15            1
 4129 │ 2019 Mar 18            3
 4130 │ 2019 Mar 20            3
 4131 │ 2019 Mar 21            1
 4132 │ 2019 Mar 26            3
 4133 │ 2019 Mar 27            1
 4134 │ 2019 Mar 5             2
 4135 │ 2019 Mar 6             1
 4136 │ 2019 Mar 8             1
 4137 │ 2019 Mar/Apr           1
 4138 │ 2019 May              21
 4139 │ 2019 May - Jun         1
 4140 │ 2019 May 1             2
 4141 │ 2019 May 14            3
 4142 │ 2019 May 15            1
 4143 │ 2019 May 16            4
 4144 │ 2019 May 24            1
 4145 │ 2019 May 28            1
 4146 │ 2019 May 9             2
 4147 │ 2019 May-Aug           1
 4148 │ 2019 May-Jun,          1
 4149 │ 2019 Nov              21
 4150 │ 2019 Nov 1             3
 4151 │ 2019 Nov 10            1
 4152 │ 2019 Nov 15            1
 4153 │ 2019 Nov 16            1
 4154 │ 2019 Nov 19            2
 4155 │ 2019 Nov 20            1
 4156 │ 2019 Nov 23            1
 4157 │ 2019 Nov 25            4
 4158 │ 2019 Nov 27            1
 4159 │ 2019 Nov 4             1
 4160 │ 2019 Nov 6             1
 4161 │ 2019 Nov/Dec           1
 4162 │ 2019 Oct              25
 4163 │ 2019 Oct 1             2
 4164 │ 2019 Oct 10            1
 4165 │ 2019 Oct 11            1
 4166 │ 2019 Oct 15            2
 4167 │ 2019 Oct 17            1
 4168 │ 2019 Oct 20            1
 4169 │ 2019 Oct 21            1
 4170 │ 2019 Oct 22            1
 4171 │ 2019 Oct 29            2
 4172 │ 2019 Oct 30            2
 4173 │ 2019 Oct 31            1
 4174 │ 2019 Sep              25
 4175 │ 2019 Sep - Oct         1
 4176 │ 2019 Sep 1             2
 4177 │ 2019 Sep 17            1
 4178 │ 2019 Sep 18            1
 4179 │ 2019 Sep 21            1
 4180 │ 2019 Sep 26            2
 4181 │ 2019 Sep 6             1
 4182 │ 2019 Sep-Dec           1
 4183 │ 2019 Sep/Oct           2
 4184 │ 2019 Winter            1
 4185 │ 2020                  82
 4186 │ 2020 Apr              33
 4187 │ 2020 Apr 17            1
 4188 │ 2020 Apr 24            1
 4189 │ 2020 Apr 25            1
 4190 │ 2020 Apr 27            1
 4191 │ 2020 Apr 28            1
 4192 │ 2020 Apr 7             1
 4193 │ 2020 Apr 9             1
 4194 │ 2020 Apr-Jun           1
 4195 │ 2020 Aug              63
 4196 │ 2020 Aug 1             5
 4197 │ 2020 Aug 10            1
 4198 │ 2020 Aug 11            1
 4199 │ 2020 Aug 12            1
 4200 │ 2020 Aug 14            2
 4201 │ 2020 Aug 15            1
 4202 │ 2020 Aug 18            4
 4203 │ 2020 Aug 19            3
 4204 │ 2020 Aug 21            1
 4205 │ 2020 Aug 24            1
 4206 │ 2020 Aug 25            2
 4207 │ 2020 Aug 26            1
 4208 │ 2020 Aug 3             1
 4209 │ 2020 Aug 31            2
 4210 │ 2020 Aug 4             1
 4211 │ 2020 Aug 6             1
 4212 │ 2020 Dec              58
 4213 │ 2020 Dec 1             3
 4214 │ 2020 Dec 10            2
 4215 │ 2020 Dec 11            2
 4216 │ 2020 Dec 15            2
 4217 │ 2020 Dec 2             1
 4218 │ 2020 Dec 20            1
 4219 │ 2020 Dec 23            3
 4220 │ 2020 Dec 30            1
 4221 │ 2020 Dec 4             1
 4222 │ 2020 Dec 7             1
 4223 │ 2020 Dec 9             3
 4224 │ 2020 Fall              1
 4225 │ 2020 Feb              29
 4226 │ 2020 Feb 1             1
 4227 │ 2020 Feb 11            4
 4228 │ 2020 Feb 4             1
 4229 │ 2020 Feb 5             1
 4230 │ 2020 Feb 8             1
 4231 │ 2020 Jan              28
 4232 │ 2020 Jan - Feb         7
 4233 │ 2020 Jan 1             3
 4234 │ 2020 Jan 14            1
 4235 │ 2020 Jan 15            1
 4236 │ 2020 Jan 17            1
 4237 │ 2020 Jan 19            1
 4238 │ 2020 Jan 20            1
 4239 │ 2020 Jan 21            1
 4240 │ 2020 Jan 26            4
 4241 │ 2020 Jan 27            1
 4242 │ 2020 Jan 28            1
 4243 │ 2020 Jan 4             1
 4244 │ 2020 Jan 7             1
 4245 │ 2020 Jan-Dec           1
 4246 │ 2020 Jan-Mar           1
 4247 │ 2020 Jul              45
 4248 │ 2020 Jul - Aug         2
 4249 │ 2020 Jul 1             3
 4250 │ 2020 Jul 14            1
 4251 │ 2020 Jul 15            7
 4252 │ 2020 Jul 20            1
 4253 │ 2020 Jul 21            1
 4254 │ 2020 Jul 22            2
 4255 │ 2020 Jul 23            3
 4256 │ 2020 Jul 28            1
 4257 │ 2020 Jul 3             1
 4258 │ 2020 Jul 30            1
 4259 │ 2020 Jul 31            1
 4260 │ 2020 Jul 7             3
 4261 │ 2020 Jul 8             1
 4262 │ 2020 Jul 9             1
 4263 │ 2020 Jul-Aug           1
 4264 │ 2020 Jul-Sep           5
 4265 │ 2020 Jul/Aug           1
 4266 │ 2020 Jun              47
 4267 │ 2020 Jun 1             5
 4268 │ 2020 Jun 12            2
 4269 │ 2020 Jun 13            1
 4270 │ 2020 Jun 15            1
 4271 │ 2020 Jun 16            1
 4272 │ 2020 Jun 18            2
 4273 │ 2020 Jun 19            1
 4274 │ 2020 Jun 21            1
 4275 │ 2020 Jun 23            1
 4276 │ 2020 Jun 24            1
 4277 │ 2020 Jun 25            1
 4278 │ 2020 Jun 26            2
 4279 │ 2020 Jun 27            1
 4280 │ 2020 Jun 3             5
 4281 │ 2020 Jun 4             1
 4282 │ 2020 Jun 7             7
 4283 │ 2020 Jun 8             1
 4284 │ 2020 Jun 9             3
 4285 │ 2020 Mar              24
 4286 │ 2020 Mar - Apr         4
 4287 │ 2020 Mar 10            2
 4288 │ 2020 Mar 12            1
 4289 │ 2020 Mar 15            2
 4290 │ 2020 Mar 16            2
 4291 │ 2020 Mar 18            1
 4292 │ 2020 Mar 20            4
 4293 │ 2020 Mar 21            3
 4294 │ 2020 Mar 3             2
 4295 │ 2020 Mar 30            1
 4296 │ 2020 Mar 31            2
 4297 │ 2020 Mar-Apr           1
 4298 │ 2020 Mar/Apr           1
 4299 │ 2020 May              31
 4300 │ 2020 May - Jun         2
 4301 │ 2020 May 1             2
 4302 │ 2020 May 12            1
 4303 │ 2020 May 13            2
 4304 │ 2020 May 14            4
 4305 │ 2020 May 15            1
 4306 │ 2020 May 16            1
 4307 │ 2020 May 18            2
 4308 │ 2020 May 21            1
 4309 │ 2020 May 23            1
 4310 │ 2020 May 25            2
 4311 │ 2020 May 26            1
 4312 │ 2020 May 29            3
 4313 │ 2020 May 30            1
 4314 │ 2020 May 7             3
 4315 │ 2020 May 8             1
 4316 │ 2020 May 9             1
 4317 │ 2020 May-Aug           1
 4318 │ 2020 May/Jun           1
 4319 │ 2020 Nov              47
 4320 │ 2020 Nov - Dec         5
 4321 │ 2020 Nov 1             7
 4322 │ 2020 Nov 10            1
 4323 │ 2020 Nov 15            1
 4324 │ 2020 Nov 19            1
 4325 │ 2020 Nov 2             4
 4326 │ 2020 Nov 20            1
 4327 │ 2020 Nov 22            1
 4328 │ 2020 Nov 23            2
 4329 │ 2020 Nov 24            3
 4330 │ 2020 Nov 25            2
 4331 │ 2020 Nov 26            1
 4332 │ 2020 Nov 27            2
 4333 │ 2020 Nov 5             2
 4334 │ 2020 Nov 9             1
 4335 │ 2020 Nov-Dec           1
 4336 │ 2020 Nov/Dec           1
 4337 │ 2020 Oct              56
 4338 │ 2020 Oct - Dec         1
 4339 │ 2020 Oct 1             3
 4340 │ 2020 Oct 12            1
 4341 │ 2020 Oct 13            1
 4342 │ 2020 Oct 14            2
 4343 │ 2020 Oct 15            2
 4344 │ 2020 Oct 18            1
 4345 │ 2020 Oct 2             2
 4346 │ 2020 Oct 23            3
 4347 │ 2020 Oct 26            2
 4348 │ 2020 Oct 27            4
 4349 │ 2020 Oct 28            1
 4350 │ 2020 Oct 29            3
 4351 │ 2020 Oct 30            1
 4352 │ 2020 Oct 6             2
 4353 │ 2020 Oct 7             1
 4354 │ 2020 Oct 9             1
 4355 │ 2020 Oct-Dec           3
 4356 │ 2020 Sep              43
 4357 │ 2020 Sep - Oct         1
 4358 │ 2020 Sep 1             4
 4359 │ 2020 Sep 11            1
 4360 │ 2020 Sep 14            2
 4361 │ 2020 Sep 15            6
 4362 │ 2020 Sep 16            1
 4363 │ 2020 Sep 17            1
 4364 │ 2020 Sep 18            1
 4365 │ 2020 Sep 2             2
 4366 │ 2020 Sep 22            1
 4367 │ 2020 Sep 25            2
 4368 │ 2020 Sep 29            3
 4369 │ 2020 Sep 30            1
 4370 │ 2020 Sep 4             1
 4371 │ 2020 Sep 7             1
 4372 │ 2020 Sep 8             1
 4373 │ 2020 Sep 9             2
 4374 │ 2020 Spring            2
 4375 │ 2020 Winter            2
 4376 │ 2021                 128
 4377 │ 2021 Apr              38
 4378 │ 2021 Apr 1             5
 4379 │ 2021 Apr 13            2
 4380 │ 2021 Apr 15            6
 4381 │ 2021 Apr 16            2
 4382 │ 2021 Apr 18            2
 4383 │ 2021 Apr 20            1
 4384 │ 2021 Apr 21            4
 4385 │ 2021 Apr 27            1
 4386 │ 2021 Apr 3             1
 4387 │ 2021 Apr 30            2
 4388 │ 2021 Apr 5             1
 4389 │ 2021 Apr 6             5
 4390 │ 2021 Apr 8             1
 4391 │ 2021 Apr 9             1
 4392 │ 2021 Apr-Jun           1
 4393 │ 2021 Aug              43
 4394 │ 2021 Aug 1             7
 4395 │ 2021 Aug 10            5
 4396 │ 2021 Aug 11            1
 4397 │ 2021 Aug 14            1
 4398 │ 2021 Aug 15            1
 4399 │ 2021 Aug 16            5
 4400 │ 2021 Aug 17            1
 4401 │ 2021 Aug 19            1
 4402 │ 2021 Aug 2             1
 4403 │ 2021 Aug 23            2
 4404 │ 2021 Aug 24            1
 4405 │ 2021 Aug 26            2
 4406 │ 2021 Aug 28            2
 4407 │ 2021 Aug 3             1
 4408 │ 2021 Aug 30            5
 4409 │ 2021 Aug 31            2
 4410 │ 2021 Aug 4             1
 4411 │ 2021 Aug 5             1
 4412 │ 2021 Aug 6             2
 4413 │ 2021 Aug 8             1
 4414 │ 2021 Aug 9             2
 4415 │ 2021 Dec              41
 4416 │ 2021 Dec 1             8
 4417 │ 2021 Dec 10            3
 4418 │ 2021 Dec 13            2
 4419 │ 2021 Dec 14            2
 4420 │ 2021 Dec 15            2
 4421 │ 2021 Dec 16            4
 4422 │ 2021 Dec 17            2
 4423 │ 2021 Dec 18            1
 4424 │ 2021 Dec 2             6
 4425 │ 2021 Dec 20            3
 4426 │ 2021 Dec 21            2
 4427 │ 2021 Dec 23            1
 4428 │ 2021 Dec 24            2
 4429 │ 2021 Dec 29            1
 4430 │ 2021 Dec 3             2
 4431 │ 2021 Dec 30            1
 4432 │ 2021 Dec 4             3
 4433 │ 2021 Dec 6             3
 4434 │ 2021 Dec 7             1
 4435 │ 2021 Dec 8             1
 4436 │ 2021 Dec 9             1
 4437 │ 2021 Feb              39
 4438 │ 2021 Feb 1             8
 4439 │ 2021 Feb 11            1
 4440 │ 2021 Feb 12            1
 4441 │ 2021 Feb 14            1
 4442 │ 2021 Feb 15            1
 4443 │ 2021 Feb 22            2
 4444 │ 2021 Feb 23            4
 4445 │ 2021 Feb 24            1
 4446 │ 2021 Feb 26            1
 4447 │ 2021 Feb 3             1
 4448 │ 2021 Feb 4             1
 4449 │ 2021 Feb 5             2
 4450 │ 2021 Feb 7             1
 4451 │ 2021 Feb 8             1
 4452 │ 2021 Feb 9             2
 4453 │ 2021 Jan              33
 4454 │ 2021 Jan & Feb         1
 4455 │ 2021 Jan - Feb         1
 4456 │ 2021 Jan 1             6
 4457 │ 2021 Jan 11            5
 4458 │ 2021 Jan 12            1
 4459 │ 2021 Jan 14            1
 4460 │ 2021 Jan 15            1
 4461 │ 2021 Jan 16            1
 4462 │ 2021 Jan 19            1
 4463 │ 2021 Jan 21            1
 4464 │ 2021 Jan 22            3
 4465 │ 2021 Jan 25            1
 4466 │ 2021 Jan 26            1
 4467 │ 2021 Jan 28            1
 4468 │ 2021 Jan 29            2
 4469 │ 2021 Jan 3             1
 4470 │ 2021 Jan 31            1
 4471 │ 2021 Jan 4             2
 4472 │ 2021 Jan 5             2
 4473 │ 2021 Jan 6             1
 4474 │ 2021 Jan 7             3
 4475 │ 2021 Jan 8             1
 4476 │ 2021 Jan-Dec           5
 4477 │ 2021 Jan-Feb           2
 4478 │ 2021 Jan-Jun           1
 4479 │ 2021 Jan-Mar           1
 4480 │ 2021 Jul              31
 4481 │ 2021 Jul 1             8
 4482 │ 2021 Jul 12            2
 4483 │ 2021 Jul 13            1
 4484 │ 2021 Jul 14            1
 4485 │ 2021 Jul 15            2
 4486 │ 2021 Jul 17            1
 4487 │ 2021 Jul 18            1
 4488 │ 2021 Jul 2             4
 4489 │ 2021 Jul 20            3
 4490 │ 2021 Jul 21            1
 4491 │ 2021 Jul 23            1
 4492 │ 2021 Jul 26            3
 4493 │ 2021 Jul 27            5
 4494 │ 2021 Jul 28            1
 4495 │ 2021 Jul 29            1
 4496 │ 2021 Jul 30            1
 4497 │ 2021 Jul 31            2
 4498 │ 2021 Jul 6             1
 4499 │ 2021 Jul 7             2
 4500 │ 2021 Jul 8             3
 4501 │ 2021 Jul 9             1
 4502 │ 2021 Jul-Aug           5
 4503 │ 2021 Jul-Sep           4
 4504 │ 2021 Jun              38
 4505 │ 2021 Jun 1             7
 4506 │ 2021 Jun 10            2
 4507 │ 2021 Jun 11            1
 4508 │ 2021 Jun 13            1
 4509 │ 2021 Jun 14            1
 4510 │ 2021 Jun 15            4
 4511 │ 2021 Jun 16            1
 4512 │ 2021 Jun 17            3
 4513 │ 2021 Jun 2             1
 4514 │ 2021 Jun 20            2
 4515 │ 2021 Jun 21            1
 4516 │ 2021 Jun 22            4
 4517 │ 2021 Jun 24            1
 4518 │ 2021 Jun 25            2
 4519 │ 2021 Jun 29            2
 4520 │ 2021 Jun 3             1
 4521 │ 2021 Jun 4             1
 4522 │ 2021 Jun 7             1
 4523 │ 2021 Jun-Jul           1
 4524 │ 2021 Mar              47
 4525 │ 2021 Mar 1             4
 4526 │ 2021 Mar 12            2
 4527 │ 2021 Mar 15            9
 4528 │ 2021 Mar 16            4
 4529 │ 2021 Mar 17            2
 4530 │ 2021 Mar 2             3
 4531 │ 2021 Mar 22            1
 4532 │ 2021 Mar 29            1
 4533 │ 2021 Mar 30            3
 4534 │ 2021 Mar 5             1
 4535 │ 2021 Mar 9             1
 4536 │ 2021 Mar-Apr           1
 4537 │ 2021 Mar-Apr 01        2
 4538 │ 2021 Mar-Apr 23        1
 4539 │ 2021 May              23
 4540 │ 2021 May 1             3
 4541 │ 2021 May 10            2
 4542 │ 2021 May 11            2
 4543 │ 2021 May 12            1
 4544 │ 2021 May 13            1
 4545 │ 2021 May 14            1
 4546 │ 2021 May 15            1
 4547 │ 2021 May 17            1
 4548 │ 2021 May 19            1
 4549 │ 2021 May 20            1
 4550 │ 2021 May 21            1
 4551 │ 2021 May 22            2
 4552 │ 2021 May 25            2
 4553 │ 2021 May 26            2
 4554 │ 2021 May 27            2
 4555 │ 2021 May 28            2
 4556 │ 2021 May 29            1
 4557 │ 2021 May 3             2
 4558 │ 2021 May 31            1
 4559 │ 2021 May 4             2
 4560 │ 2021 May 7             3
 4561 │ 2021 May-Aug           1
 4562 │ 2021 May-Jun           1
 4563 │ 2021 May-Jun 01        1
 4564 │ 2021 Nov              66
 4565 │ 2021 Nov 1             5
 4566 │ 2021 Nov 11            2
 4567 │ 2021 Nov 14            2
 4568 │ 2021 Nov 15            1
 4569 │ 2021 Nov 16            1
 4570 │ 2021 Nov 18            1
 4571 │ 2021 Nov 19            2
 4572 │ 2021 Nov 2             4
 4573 │ 2021 Nov 22            2
 4574 │ 2021 Nov 25            1
 4575 │ 2021 Nov 26            1
 4576 │ 2021 Nov 28            1
 4577 │ 2021 Nov 3             2
 4578 │ 2021 Nov 30            4
 4579 │ 2021 Nov 5             3
 4580 │ 2021 Nov 6             1
 4581 │ 2021 Nov 8             2
 4582 │ 2021 Nov 9             1
 4583 │ 2021 Nov-Dec           2
 4584 │ 2021 Nov-Dec 23        1
 4585 │ 2021 Oct              53
 4586 │ 2021 Oct 1             7
 4587 │ 2021 Oct 11            2
 4588 │ 2021 Oct 12            1
 4589 │ 2021 Oct 13            1
 4590 │ 2021 Oct 15            3
 4591 │ 2021 Oct 18            1
 4592 │ 2021 Oct 2             3
 4593 │ 2021 Oct 22            1
 4594 │ 2021 Oct 26            3
 4595 │ 2021 Oct 28            1
 4596 │ 2021 Oct 29            1
 4597 │ 2021 Oct 4             1
 4598 │ 2021 Oct 5             1
 4599 │ 2021 Oct 6             1
 4600 │ 2021 Oct 7             2
 4601 │ 2021 Oct 8             3
 4602 │ 2021 Oct-Dec           3
 4603 │ 2021 Sep              36
 4604 │ 2021 Sep 1             8
 4605 │ 2021 Sep 10            4
 4606 │ 2021 Sep 13            1
 4607 │ 2021 Sep 14            4
 4608 │ 2021 Sep 15            3
 4609 │ 2021 Sep 16            3
 4610 │ 2021 Sep 17            1
 4611 │ 2021 Sep 2             1
 4612 │ 2021 Sep 20            1
 4613 │ 2021 Sep 21            2
 4614 │ 2021 Sep 22            1
 4615 │ 2021 Sep 23            1
 4616 │ 2021 Sep 24            3
 4617 │ 2021 Sep 25            2
 4618 │ 2021 Sep 27            2
 4619 │ 2021 Sep 28            3
 4620 │ 2021 Sep 29            2
 4621 │ 2021 Sep 3             1
 4622 │ 2021 Sep 30            2
 4623 │ 2021 Sep 6             1
 4624 │ 2021 Sep 7             1
 4625 │ 2021 Sep 8             1
 4626 │ 2021 Sep 9             1
 4627 │ 2021 Sep-Oct           7
 4628 │ 2021 Sep-Oct 01        1
 4629 │ 2021 Sep-Oct 23        1
 4630 │ 2021 Spring            1
 4631 │ 2021 Summer            2
 4632 │ 2022                  41
 4633 │ 2022 Apr              43
 4634 │ 2022 Apr 1             4
 4635 │ 2022 Apr 11            2
 4636 │ 2022 Apr 12            3
 4637 │ 2022 Apr 15            3
 4638 │ 2022 Apr 18            2
 4639 │ 2022 Apr 2             2
 4640 │ 2022 Apr 24            1
 4641 │ 2022 Apr 26            1
 4642 │ 2022 Apr 4             6
 4643 │ 2022 Apr 5             4
 4644 │ 2022 Apr 6             1
 4645 │ 2022 Apr 7             1
 4646 │ 2022 Apr 8             1
 4647 │ 2022 Apr 9             2
 4648 │ 2022 Feb              55
 4649 │ 2022 Feb 1            10
 4650 │ 2022 Feb 10            3
 4651 │ 2022 Feb 11            3
 4652 │ 2022 Feb 13            2
 4653 │ 2022 Feb 14            1
 4654 │ 2022 Feb 15            4
 4655 │ 2022 Feb 16            2
 4656 │ 2022 Feb 17            3
 4657 │ 2022 Feb 19            1
 4658 │ 2022 Feb 2             2
 4659 │ 2022 Feb 21            5
 4660 │ 2022 Feb 22            3
 4661 │ 2022 Feb 23            5
 4662 │ 2022 Feb 24            3
 4663 │ 2022 Feb 25            2
 4664 │ 2022 Feb 26            1
 4665 │ 2022 Feb 27            1
 4666 │ 2022 Feb 28            3
 4667 │ 2022 Feb 3             1
 4668 │ 2022 Feb 7             2
 4669 │ 2022 Feb 8             2
 4670 │ 2022 Feb 9             1
 4671 │ 2022 Jan              51
 4672 │ 2022 Jan 1             1
 4673 │ 2022 Jan 10            3
 4674 │ 2022 Jan 11            2
 4675 │ 2022 Jan 12            1
 4676 │ 2022 Jan 13            3
 4677 │ 2022 Jan 15            1
 4678 │ 2022 Jan 16            1
 4679 │ 2022 Jan 18            1
 4680 │ 2022 Jan 19            2
 4681 │ 2022 Jan 21            3
 4682 │ 2022 Jan 22            1
 4683 │ 2022 Jan 24            4
 4684 │ 2022 Jan 25            3
 4685 │ 2022 Jan 26            1
 4686 │ 2022 Jan 27            5
 4687 │ 2022 Jan 28            2
 4688 │ 2022 Jan 29            3
 4689 │ 2022 Jan 3             1
 4690 │ 2022 Jan 31            2
 4691 │ 2022 Jan 4             2
 4692 │ 2022 Jan 5             2
 4693 │ 2022 Jan 7             3
 4694 │ 2022 Jan-Dec           1
 4695 │ 2022 Jan-Feb           2
 4696 │ 2022 Jan-Mar           1
 4697 │ 2022 Jun               3
 4698 │ 2022 Jun 1             1
 4699 │ 2022 Jun 5             1
 4700 │ 2022 Mar              29
 4701 │ 2022 Mar 1             7
 4702 │ 2022 Mar 10            3
 4703 │ 2022 Mar 11            1
 4704 │ 2022 Mar 12            3
 4705 │ 2022 Mar 14            8
 4706 │ 2022 Mar 15            8
 4707 │ 2022 Mar 16            1
 4708 │ 2022 Mar 19            1
 4709 │ 2022 Mar 2             4
 4710 │ 2022 Mar 20            1
 4711 │ 2022 Mar 21            2
 4712 │ 2022 Mar 22            1
 4713 │ 2022 Mar 23            3
 4714 │ 2022 Mar 24            8
 4715 │ 2022 Mar 25            3
 4716 │ 2022 Mar 28            4
 4717 │ 2022 Mar 3             1
 4718 │ 2022 Mar 30            1
 4719 │ 2022 Mar 31            2
 4720 │ 2022 Mar 4             1
 4721 │ 2022 Mar 5             3
 4722 │ 2022 Mar 7             1
 4723 │ 2022 Mar 9             1
 4724 │ 2022 Mar-Apr           4
 4725 │ 2022 Mar-Apr 01        1
 4726 │ 2022 May               9
 4727 │ 2022 May 1             2
 4728 │ 2022 May-Jun 01        1
 4729 │ Fall 2016              1
 4730 │ Fall 2017              1
 4731 │ Summer 2018            1
 4732 │ Winter 2016            1
